PING 172.31.47.114 (172.31.47.114) 56(84) bytes of data.
64 bytes from 172.31.47.114: icmp_seq=713 ttl=127 time=0.296 ms
64 bytes from 172.31.47.114: icmp_seq=714 ttl=127 time=0.441 ms
64 bytes from 172.31.47.114: icmp_seq=715 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=716 ttl=127 time=0.319 ms
64 bytes from 172.31.47.114: icmp_seq=717 ttl=127 time=0.300 ms
64 bytes from 172.31.47.114: icmp_seq=718 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=719 ttl=127 time=0.436 ms
64 bytes from 172.31.47.114: icmp_seq=720 ttl=127 time=0.324 ms
64 bytes from 172.31.47.114: icmp_seq=721 ttl=127 time=0.341 ms
64 bytes from 172.31.47.114: icmp_seq=722 ttl=127 time=0.333 ms
64 bytes from 172.31.47.114: icmp_seq=723 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=724 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=725 ttl=127 time=0.294 ms
64 bytes from 172.31.47.114: icmp_seq=726 ttl=127 time=0.293 ms
64 bytes from 172.31.47.114: icmp_seq=727 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=728 ttl=127 time=0.329 ms
64 bytes from 172.31.47.114: icmp_seq=729 ttl=127 time=0.293 ms
64 bytes from 172.31.47.114: icmp_seq=730 ttl=127 time=0.294 ms
64 bytes from 172.31.47.114: icmp_seq=731 ttl=127 time=0.369 ms
64 bytes from 172.31.47.114: icmp_seq=732 ttl=127 time=0.328 ms
64 bytes from 172.31.47.114: icmp_seq=733 ttl=127 time=0.325 ms
64 bytes from 172.31.47.114: icmp_seq=734 ttl=127 time=0.407 ms
64 bytes from 172.31.47.114: icmp_seq=735 ttl=127 time=0.344 ms
64 bytes from 172.31.47.114: icmp_seq=736 ttl=127 time=0.285 ms
64 bytes from 172.31.47.114: icmp_seq=737 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=738 ttl=127 time=0.315 ms
64 bytes from 172.31.47.114: icmp_seq=739 ttl=127 time=0.325 ms
64 bytes from 172.31.47.114: icmp_seq=740 ttl=127 time=0.316 ms
64 bytes from 172.31.47.114: icmp_seq=741 ttl=127 time=0.294 ms
64 bytes from 172.31.47.114: icmp_seq=742 ttl=127 time=0.978 ms
64 bytes from 172.31.47.114: icmp_seq=743 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=744 ttl=127 time=0.319 ms
64 bytes from 172.31.47.114: icmp_seq=745 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=746 ttl=127 time=0.285 ms
64 bytes from 172.31.47.114: icmp_seq=747 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=748 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=749 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=750 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=751 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=752 ttl=127 time=0.364 ms
64 bytes from 172.31.47.114: icmp_seq=753 ttl=127 time=0.280 ms
64 bytes from 172.31.47.114: icmp_seq=754 ttl=127 time=0.268 ms
64 bytes from 172.31.47.114: icmp_seq=755 ttl=127 time=0.323 ms
64 bytes from 172.31.47.114: icmp_seq=756 ttl=127 time=0.291 ms
64 bytes from 172.31.47.114: icmp_seq=757 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=758 ttl=127 time=0.346 ms
64 bytes from 172.31.47.114: icmp_seq=759 ttl=127 time=0.298 ms
64 bytes from 172.31.47.114: icmp_seq=760 ttl=127 time=0.288 ms
64 bytes from 172.31.47.114: icmp_seq=761 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=762 ttl=127 time=0.406 ms
64 bytes from 172.31.47.114: icmp_seq=763 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=764 ttl=127 time=0.297 ms
64 bytes from 172.31.47.114: icmp_seq=765 ttl=127 time=0.346 ms
64 bytes from 172.31.47.114: icmp_seq=766 ttl=127 time=0.404 ms
64 bytes from 172.31.47.114: icmp_seq=767 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=768 ttl=127 time=0.306 ms
64 bytes from 172.31.47.114: icmp_seq=769 ttl=127 time=0.378 ms
64 bytes from 172.31.47.114: icmp_seq=770 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=771 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=772 ttl=127 time=0.379 ms
64 bytes from 172.31.47.114: icmp_seq=773 ttl=127 time=0.294 ms
64 bytes from 172.31.47.114: icmp_seq=774 ttl=127 time=0.342 ms
64 bytes from 172.31.47.114: icmp_seq=775 ttl=127 time=0.376 ms
64 bytes from 172.31.47.114: icmp_seq=776 ttl=127 time=0.400 ms
64 bytes from 172.31.47.114: icmp_seq=777 ttl=127 time=0.297 ms
64 bytes from 172.31.47.114: icmp_seq=778 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=779 ttl=127 time=0.285 ms
64 bytes from 172.31.47.114: icmp_seq=780 ttl=127 time=0.266 ms
64 bytes from 172.31.47.114: icmp_seq=781 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=782 ttl=127 time=0.323 ms
64 bytes from 172.31.47.114: icmp_seq=783 ttl=127 time=0.327 ms
64 bytes from 172.31.47.114: icmp_seq=784 ttl=127 time=0.288 ms
64 bytes from 172.31.47.114: icmp_seq=785 ttl=127 time=0.408 ms
64 bytes from 172.31.47.114: icmp_seq=786 ttl=127 time=0.335 ms
64 bytes from 172.31.47.114: icmp_seq=787 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=788 ttl=127 time=0.306 ms
64 bytes from 172.31.47.114: icmp_seq=789 ttl=127 time=0.376 ms
64 bytes from 172.31.47.114: icmp_seq=790 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=791 ttl=127 time=0.288 ms
64 bytes from 172.31.47.114: icmp_seq=792 ttl=127 time=0.282 ms
64 bytes from 172.31.47.114: icmp_seq=793 ttl=127 time=0.319 ms
64 bytes from 172.31.47.114: icmp_seq=794 ttl=127 time=0.296 ms
64 bytes from 172.31.47.114: icmp_seq=795 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=796 ttl=127 time=0.384 ms
64 bytes from 172.31.47.114: icmp_seq=797 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=798 ttl=127 time=0.394 ms
64 bytes from 172.31.47.114: icmp_seq=799 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=800 ttl=127 time=0.918 ms
64 bytes from 172.31.47.114: icmp_seq=801 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=802 ttl=127 time=0.315 ms
64 bytes from 172.31.47.114: icmp_seq=803 ttl=127 time=0.344 ms
64 bytes from 172.31.47.114: icmp_seq=804 ttl=127 time=0.276 ms
64 bytes from 172.31.47.114: icmp_seq=805 ttl=127 time=0.282 ms
64 bytes from 172.31.47.114: icmp_seq=806 ttl=127 time=0.289 ms
64 bytes from 172.31.47.114: icmp_seq=807 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=808 ttl=127 time=0.332 ms
64 bytes from 172.31.47.114: icmp_seq=809 ttl=127 time=0.359 ms
64 bytes from 172.31.47.114: icmp_seq=810 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=811 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=812 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=813 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=814 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=815 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=816 ttl=127 time=0.338 ms
64 bytes from 172.31.47.114: icmp_seq=817 ttl=127 time=0.284 ms
64 bytes from 172.31.47.114: icmp_seq=818 ttl=127 time=0.375 ms
64 bytes from 172.31.47.114: icmp_seq=819 ttl=127 time=0.385 ms
64 bytes from 172.31.47.114: icmp_seq=820 ttl=127 time=0.311 ms
64 bytes from 172.31.47.114: icmp_seq=821 ttl=127 time=0.322 ms
64 bytes from 172.31.47.114: icmp_seq=822 ttl=127 time=0.315 ms
64 bytes from 172.31.47.114: icmp_seq=823 ttl=127 time=0.290 ms
64 bytes from 172.31.47.114: icmp_seq=824 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=825 ttl=127 time=0.444 ms
64 bytes from 172.31.47.114: icmp_seq=826 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=827 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=828 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=829 ttl=127 time=0.415 ms
64 bytes from 172.31.47.114: icmp_seq=830 ttl=127 time=0.325 ms
64 bytes from 172.31.47.114: icmp_seq=831 ttl=127 time=0.305 ms
64 bytes from 172.31.47.114: icmp_seq=832 ttl=127 time=0.350 ms
64 bytes from 172.31.47.114: icmp_seq=833 ttl=127 time=0.385 ms
64 bytes from 172.31.47.114: icmp_seq=834 ttl=127 time=0.322 ms
64 bytes from 172.31.47.114: icmp_seq=835 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=836 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=837 ttl=127 time=0.329 ms
64 bytes from 172.31.47.114: icmp_seq=838 ttl=127 time=0.348 ms
64 bytes from 172.31.47.114: icmp_seq=839 ttl=127 time=0.286 ms
64 bytes from 172.31.47.114: icmp_seq=840 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=841 ttl=127 time=0.297 ms
64 bytes from 172.31.47.114: icmp_seq=842 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=843 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=844 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=845 ttl=127 time=0.290 ms
64 bytes from 172.31.47.114: icmp_seq=846 ttl=127 time=0.286 ms
64 bytes from 172.31.47.114: icmp_seq=847 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=848 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=849 ttl=127 time=0.317 ms
64 bytes from 172.31.47.114: icmp_seq=850 ttl=127 time=0.298 ms
64 bytes from 172.31.47.114: icmp_seq=851 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=852 ttl=127 time=0.300 ms
64 bytes from 172.31.47.114: icmp_seq=853 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=854 ttl=127 time=0.342 ms
64 bytes from 172.31.47.114: icmp_seq=855 ttl=127 time=0.349 ms
64 bytes from 172.31.47.114: icmp_seq=856 ttl=127 time=0.380 ms
64 bytes from 172.31.47.114: icmp_seq=857 ttl=127 time=0.287 ms
64 bytes from 172.31.47.114: icmp_seq=858 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=859 ttl=127 time=0.321 ms
64 bytes from 172.31.47.114: icmp_seq=860 ttl=127 time=0.340 ms
64 bytes from 172.31.47.114: icmp_seq=861 ttl=127 time=0.322 ms
64 bytes from 172.31.47.114: icmp_seq=862 ttl=127 time=0.368 ms
64 bytes from 172.31.47.114: icmp_seq=863 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=864 ttl=127 time=0.389 ms
64 bytes from 172.31.47.114: icmp_seq=865 ttl=127 time=0.319 ms
64 bytes from 172.31.47.114: icmp_seq=866 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=867 ttl=127 time=0.319 ms
64 bytes from 172.31.47.114: icmp_seq=868 ttl=127 time=0.333 ms
64 bytes from 172.31.47.114: icmp_seq=869 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=870 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=871 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=872 ttl=127 time=0.332 ms
64 bytes from 172.31.47.114: icmp_seq=873 ttl=127 time=0.366 ms
64 bytes from 172.31.47.114: icmp_seq=874 ttl=127 time=0.283 ms
64 bytes from 172.31.47.114: icmp_seq=875 ttl=127 time=0.297 ms
64 bytes from 172.31.47.114: icmp_seq=876 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=877 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=878 ttl=127 time=0.290 ms
64 bytes from 172.31.47.114: icmp_seq=879 ttl=127 time=0.325 ms
64 bytes from 172.31.47.114: icmp_seq=880 ttl=127 time=0.379 ms
64 bytes from 172.31.47.114: icmp_seq=881 ttl=127 time=0.325 ms
64 bytes from 172.31.47.114: icmp_seq=882 ttl=127 time=0.329 ms
64 bytes from 172.31.47.114: icmp_seq=883 ttl=127 time=0.296 ms
64 bytes from 172.31.47.114: icmp_seq=884 ttl=127 time=0.299 ms
64 bytes from 172.31.47.114: icmp_seq=885 ttl=127 time=0.316 ms
64 bytes from 172.31.47.114: icmp_seq=886 ttl=127 time=0.289 ms
64 bytes from 172.31.47.114: icmp_seq=887 ttl=127 time=0.313 ms
64 bytes from 172.31.47.114: icmp_seq=888 ttl=127 time=0.400 ms
64 bytes from 172.31.47.114: icmp_seq=889 ttl=127 time=0.312 ms
64 bytes from 172.31.47.114: icmp_seq=890 ttl=127 time=0.386 ms
64 bytes from 172.31.47.114: icmp_seq=891 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=892 ttl=127 time=0.313 ms
64 bytes from 172.31.47.114: icmp_seq=893 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=894 ttl=127 time=0.522 ms
64 bytes from 172.31.47.114: icmp_seq=895 ttl=127 time=0.355 ms
64 bytes from 172.31.47.114: icmp_seq=896 ttl=127 time=0.369 ms
64 bytes from 172.31.47.114: icmp_seq=897 ttl=127 time=0.424 ms
64 bytes from 172.31.47.114: icmp_seq=898 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=899 ttl=127 time=0.376 ms
64 bytes from 172.31.47.114: icmp_seq=900 ttl=127 time=0.407 ms
64 bytes from 172.31.47.114: icmp_seq=901 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=902 ttl=127 time=0.393 ms
64 bytes from 172.31.47.114: icmp_seq=903 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=904 ttl=127 time=0.296 ms
64 bytes from 172.31.47.114: icmp_seq=905 ttl=127 time=0.298 ms
64 bytes from 172.31.47.114: icmp_seq=906 ttl=127 time=0.404 ms
64 bytes from 172.31.47.114: icmp_seq=907 ttl=127 time=0.331 ms
64 bytes from 172.31.47.114: icmp_seq=908 ttl=127 time=0.286 ms
64 bytes from 172.31.47.114: icmp_seq=909 ttl=127 time=0.300 ms
64 bytes from 172.31.47.114: icmp_seq=910 ttl=127 time=0.311 ms
64 bytes from 172.31.47.114: icmp_seq=911 ttl=127 time=0.290 ms
64 bytes from 172.31.47.114: icmp_seq=912 ttl=127 time=0.532 ms
64 bytes from 172.31.47.114: icmp_seq=913 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=914 ttl=127 time=0.379 ms
64 bytes from 172.31.47.114: icmp_seq=915 ttl=127 time=0.319 ms
64 bytes from 172.31.47.114: icmp_seq=916 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=917 ttl=127 time=0.288 ms
64 bytes from 172.31.47.114: icmp_seq=918 ttl=127 time=0.405 ms
64 bytes from 172.31.47.114: icmp_seq=919 ttl=127 time=0.371 ms
64 bytes from 172.31.47.114: icmp_seq=920 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=921 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=922 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=923 ttl=127 time=0.330 ms
64 bytes from 172.31.47.114: icmp_seq=924 ttl=127 time=0.301 ms
64 bytes from 172.31.47.114: icmp_seq=925 ttl=127 time=0.315 ms
64 bytes from 172.31.47.114: icmp_seq=926 ttl=127 time=0.428 ms
64 bytes from 172.31.47.114: icmp_seq=927 ttl=127 time=0.385 ms
64 bytes from 172.31.47.114: icmp_seq=928 ttl=127 time=0.330 ms
64 bytes from 172.31.47.114: icmp_seq=929 ttl=127 time=0.421 ms
64 bytes from 172.31.47.114: icmp_seq=930 ttl=127 time=0.361 ms
64 bytes from 172.31.47.114: icmp_seq=931 ttl=127 time=0.318 ms
64 bytes from 172.31.47.114: icmp_seq=932 ttl=127 time=0.302 ms
64 bytes from 172.31.47.114: icmp_seq=933 ttl=127 time=0.357 ms
64 bytes from 172.31.47.114: icmp_seq=934 ttl=127 time=0.397 ms
64 bytes from 172.31.47.114: icmp_seq=935 ttl=127 time=0.429 ms
64 bytes from 172.31.47.114: icmp_seq=936 ttl=127 time=0.314 ms
64 bytes from 172.31.47.114: icmp_seq=937 ttl=127 time=0.293 ms
64 bytes from 172.31.47.114: icmp_seq=938 ttl=127 time=0.454 ms
64 bytes from 172.31.47.114: icmp_seq=939 ttl=127 time=0.307 ms
64 bytes from 172.31.47.114: icmp_seq=940 ttl=127 time=0.399 ms
64 bytes from 172.31.47.114: icmp_seq=941 ttl=127 time=0.336 ms
64 bytes from 172.31.47.114: icmp_seq=942 ttl=127 time=0.332 ms
64 bytes from 172.31.47.114: icmp_seq=943 ttl=127 time=0.433 ms
64 bytes from 172.31.47.114: icmp_seq=944 ttl=127 time=0.372 ms
64 bytes from 172.31.47.114: icmp_seq=945 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=946 ttl=127 time=0.359 ms
64 bytes from 172.31.47.114: icmp_seq=947 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=948 ttl=127 time=0.296 ms
64 bytes from 172.31.47.114: icmp_seq=949 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=950 ttl=127 time=0.294 ms
64 bytes from 172.31.47.114: icmp_seq=951 ttl=127 time=0.324 ms
64 bytes from 172.31.47.114: icmp_seq=952 ttl=127 time=0.344 ms
64 bytes from 172.31.47.114: icmp_seq=953 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=954 ttl=127 time=0.430 ms
64 bytes from 172.31.47.114: icmp_seq=955 ttl=127 time=0.348 ms
64 bytes from 172.31.47.114: icmp_seq=956 ttl=127 time=0.390 ms
64 bytes from 172.31.47.114: icmp_seq=957 ttl=127 time=0.345 ms
64 bytes from 172.31.47.114: icmp_seq=958 ttl=127 time=0.370 ms
64 bytes from 172.31.47.114: icmp_seq=959 ttl=127 time=0.334 ms
64 bytes from 172.31.47.114: icmp_seq=960 ttl=127 time=0.291 ms
64 bytes from 172.31.47.114: icmp_seq=961 ttl=127 time=0.324 ms
64 bytes from 172.31.47.114: icmp_seq=962 ttl=127 time=0.347 ms
64 bytes from 172.31.47.114: icmp_seq=963 ttl=127 time=0.303 ms
64 bytes from 172.31.47.114: icmp_seq=964 ttl=127 time=0.356 ms
64 bytes from 172.31.47.114: icmp_seq=965 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=966 ttl=127 time=0.437 ms
64 bytes from 172.31.47.114: icmp_seq=967 ttl=127 time=0.300 ms
64 bytes from 172.31.47.114: icmp_seq=968 ttl=127 time=0.360 ms
64 bytes from 172.31.47.114: icmp_seq=969 ttl=127 time=0.309 ms
64 bytes from 172.31.47.114: icmp_seq=970 ttl=127 time=0.319 ms
64 bytes from 172.31.47.114: icmp_seq=971 ttl=127 time=0.313 ms
64 bytes from 172.31.47.114: icmp_seq=972 ttl=127 time=0.362 ms
64 bytes from 172.31.47.114: icmp_seq=973 ttl=127 time=0.323 ms
64 bytes from 172.31.47.114: icmp_seq=974 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=975 ttl=127 time=0.275 ms
64 bytes from 172.31.47.114: icmp_seq=976 ttl=127 time=0.282 ms
64 bytes from 172.31.47.114: icmp_seq=977 ttl=127 time=0.319 ms
64 bytes from 172.31.47.114: icmp_seq=978 ttl=127 time=0.387 ms
64 bytes from 172.31.47.114: icmp_seq=979 ttl=127 time=0.338 ms
64 bytes from 172.31.47.114: icmp_seq=980 ttl=127 time=0.304 ms
64 bytes from 172.31.47.114: icmp_seq=981 ttl=127 time=0.389 ms
64 bytes from 172.31.47.114: icmp_seq=982 ttl=127 time=0.285 ms
64 bytes from 172.31.47.114: icmp_seq=983 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=984 ttl=127 time=0.295 ms
64 bytes from 172.31.47.114: icmp_seq=985 ttl=127 time=0.290 ms
64 bytes from 172.31.47.114: icmp_seq=986 ttl=127 time=0.308 ms
64 bytes from 172.31.47.114: icmp_seq=987 ttl=127 time=0.326 ms
64 bytes from 172.31.47.114: icmp_seq=988 ttl=127 time=0.310 ms
64 bytes from 172.31.47.114: icmp_seq=989 ttl=127 time=0.291 ms
64 bytes from 172.31.47.114: icmp_seq=990 ttl=127 time=0.292 ms
64 bytes from 172.31.47.114: icmp_seq=991 ttl=127 time=0.345 ms
64 bytes from 172.31.47.114: icmp_seq=992 ttl=127 time=0.348 ms
64 bytes from 172.31.47.114: icmp_seq=993 ttl=127 time=0.356 ms
64 bytes from 172.31.47.114: icmp_seq=994 ttl=127 time=0.393 ms
64 bytes from 172.31.47.114: icmp_seq=995 ttl=127 time=0.326 ms
64 bytes from 172.31.47.114: icmp_seq=996 ttl=127 time=0.395 ms
64 bytes from 172.31.47.114: icmp_seq=997 ttl=127 time=0.381 ms
64 bytes from 172.31.47.114: icmp_seq=998 ttl=127 time=0.320 ms
64 bytes from 172.31.47.114: icmp_seq=999 ttl=127 time=0.305 ms
64 bytes from 172.31.47.114: icmp_seq=1000 ttl=127 time=0.298 ms

--- 172.31.47.114 ping statistics ---
1000 packets transmitted, 1000 received, 0% packet loss, time 1038988ms
rtt min/avg/max/mdev = 0.265/0.340/2.204/0.089 ms
